code,desc,case_size,bulk_code,micro,carton,bus_category,prod_category,gr_wt,nt_wt,plant,line_bulk,des_code
FC25020000MN,Dabur Red Paste 200 gm - MN,36,BC250,1,1,IBD,Toothpaste RTP,0.241,200,1024,,BC250200
FC25020000UR,Dabur Red Paste 200 gm (Ukrain),36,BC250,1,1, IBD ,Toothpaste RTP,0.239,200,1024,,BC250200
FC25020000QT,Dabur Red Paste 200g - Qatar,36,BC250,1,1,IBD,Toothpaste RTP,0.241,200,1024,,BC250200
FC250200,Dabur Red Paste 200gm,36,BC250,1,1, IBD ,Toothpaste RTP,0.241,200,1024,,BC250200
FC25020000GC,Dabur Red Paste 200gm - GC,36,BC250,1,1, IBD ,Toothpaste RTP,0.241,200,1024,,BC250200
FC25020000SL,Dabur Red Paste 200gm (36 C/S Pack)-SL,36,BC250,1,1, IBD ,Toothpaste RTP,0.24,200,1024,,BC250200
FR211200,Dabur Red Paste 200gm (New Design),36,BR211,1,,Domestic,Toothpaste  RTP,0.233,200,1024,,BR211200
FC25020000UC,Dabur Red Paste 200gm (US/CAN),36,BC250,1,1, IBD ,Toothpaste RTP,0.26,200,1024,,BC250200
FC250C20N,Dabur Red Paste 200gm CSD Index 4006,36,BC250,1,1, Domestic ,Toothpaste RTP,0.239,200,1024,,BC250200
FR211C20,Dabur Red Paste 200gm CSD New,36,BR211,1,1,Domestic,Toothpaste  RTP,,200,1024,,BR211200
FC250C2003,Dabur Red Paste 200gm-CSD C/s 108,108,BC250,1,1, Domestic ,Toothpaste RTP,0.22,200,1024,,BC250200
FC25005000UR,Dabur Red Paste 50 Gm (Ukrain),144,BC250,1,1, IBD ,Toothpaste RTP,0.06,50,1024,,BC25050
FC250050,Dabur Red Paste 50gm,144,BC250,1,1, IBD ,Toothpaste RTP,0.066,50,1024,,BC25050
FC25005000SL,Dabur Red Paste 50gm (144 C/S Pack)-SL,144,BC250,1,1, IBD ,Toothpaste RTP,0.06,50,1024,,BC25050
FC250C50N,Dabur red Paste 50gm CSD Index 4058,144,BC250,1,1, Domestic ,Toothpaste RTP,0.064,50,1024,,BC25050
FC25020000AF,Dabur Red Toothpaste 200g- Afghanistan,36,BC250,1,1,IBD,Toothpaste RTP,0.241,200,1024,,BC250200
FR21020000UC,Dabur Red Toothpaste 200G-Us-Can (PF),36,BR210,1,1,IBD,Toothpaste ,,200,1024,,BR210200
FC25005000MN,Dabur Red Toothpaste 50g - MN,144,BC250,1,1,IBD,Toothpaste RTP,0.066,50,1024,,BC25050
FC22515001QT,DaburHerbalT.Paste-Freshgel150gm+TB-QTR,48,BC227,1,1,IBD,Toothpaste ,0.24,150,1024,,BC227150
FB62112501RU,Dentacare CavityProtectionTpst125+20g-RU,72,BB621A,1,,IBD,Toothpaste ,0.19,145,1024,,BB621A145
FB61812501RU,Dentacare Tpst (B.Soda) 125+20g-RU,72,BB618A,1,,IBD,Toothpaste ,0.19,145,1024,,BB618A145
FB62212501RU,Dentacare Tpst (Herbal) 125+20g-RU,72,BB622A,1,,IBD,Toothpaste ,0.19,145,1024,,BB622A145
FB62012501RU,Dentacare Tpst (Whitening) 125+20g-RU,72,BB620A,1,,IBD,Toothpaste ,0.19,145,1024,,BB620A145
FB61912501RU,Dentacare Tpst(Tartar.control)125+20g-RU,72,BB619A,1,,IBD,Toothpaste ,0.19,145,1024,,BB619A145
FB58505000CZ,Dentamax Children TP- Strawberry 50ML-CZ,72,BB585,1,0, Pvt Label ,Toothpaste ,0.088,66.5,1024,,BB58566.5
FB83007500EX,Denthoral Ultra White Toothpaste 75 ML,80,BB830,1,1, Pvt Label ,Toothpaste ,0.124,91.5,1024,,BB83091.5
FB83007501EX,Denthoral UltraWhite TP 75ml(12�s Inner),72,BB830,1,1, Pvt Label ,Toothpaste ,0.128,91.5,1024,,BB83091.5
FB30307500EX,Dentifrice Fluoride Toothpaste 75 ML,72,BB280,1,0, Pvt Label ,Toothpaste ,0.143,117,1024,,BB280117
FB35312500EX,Derlon Anti Caries Toothpaste 125ml,72,BB353A,1,0,Pvt Label,Toothpaste ,,196,1024,,BB353A196
FB35112500EX,Derlon Coolmint Toothpaste 125ml,72,BB351A,1,0,Pvt Label,Toothpaste ,,153,1024,,BB351A153
FB35110000EX,Derlon Tandpasta Coolmint 100ml,72,BB351,1,0, Pvt Label ,Toothpaste ,0.158,122,1024,,BB351122
FB35210000EX,Derlon Tandpasta Softmint 100ml,72,BB352,1,0, Pvt Label ,Toothpaste ,0.158,122,1024,,BB352122
FB31712500EX,Dr. Jones Toothpaste 125 ml,72,BB317,1,0, Pvt Label ,Toothpaste Stripe,0.183,152.5,1024,,BB317152.5
FB46504000EX,Dr.Max Smile Denture Adhesive 40g,72,BB465,1,1, Pvt Label ,HRC tube,0.069,40,1025,,BB46540
FB46805000EX,DX Dental Denture Adhesive 50ml,72,BB468,1,1, Pvt Label ,HRC tube,0.084,55,1025,,BB46855
FB57304300EX,Dynarex Morning Fresh Fl TPST - 43g,144,BB573,1,1, Pvt Label ,Toothpaste ,0.056,43,1024,,BB57343
FB57307800EX,Dynarex Morning Fresh Fl TPST - 78g,144,BB573,1,1, Pvt Label ,Toothpaste ,0.098,78,1024,,BB57378
FB38102000EX,Emmelle Hyalluron Pro+ TPST 20ML (26GM),480,BB381,1,0, Pvt Label ,Toothpaste ,0.032,26,1024,,BB38126
FB38107500EX,Emmelle Hyalluron Pro+ TPST 75ML (98 GM),96,BB381,1,1, Pvt Label ,Toothpaste ,0.129,98,1024,,BB38198
FB28402000FN,EMMELLE TOOTHPASTE - 20 ML (26 G) - Fin,480,BB284,1,0, Pvt Label ,Toothpaste ,0.032,26,1024,,BB28426
FB28407500FN,EMMELLE TOOTHPASTE - 75 ML (98 G) - Fin,96,BB284,1,1, Pvt Label ,Toothpaste ,0.129,98,1024,,BB28498
FB27305000EX,Eucryl TPDR 50g (Original Flav)(12 PK),192,BB273,1,1, Pvt Label ,Toothpowder ,0.076,50,1024,,BB27350
FB274050T02EX,EUCRYL TPDR 50G(FRESHMINT FLAV)(12 PK),192,BB278,1,1, Pvt Label ,Toothpowder ,0.076,50,1024,,BB27850
FB273050T02EX,EUCRYL TPDR 50G(ORIGINAL FLAV)(12 PK),192,BB273,1,1, Pvt Label ,Toothpowder ,0.076,50,1024,,BB27350
FB274062EX,EUCRYL TPST- F.MINT FLA-50ML(62G),144,BB274,1,1, Pvt Label ,Toothpaste ,0.083,62,1024,,BB27462
FI362005,FEM AD HRC Restoring Gold Gel -5g,1,BI362,0,, Domestic ,Bleach Pouch ,,5,1025,,BI3625
FI360005,FEM AD HRC Restoring Trmc Lotion - 5g,1,BI360,0,, Domestic ,Bleach Pouch ,,5,1025,,BI3605
FM36204001,Fem AD.HRC Gold 40gmTube CP Gulab. 30ml,96,BM362,0,1, Domestic ,HRC tube,0.135,40,1025,,BM36240
FM05740J04,Fem AD.HRC Rose 40g JarCP Gulabari 30ml,96,BM057,0,1, Domestic ,HRC jar,0.135,40,1025,,BM05740
FM05704001,Fem AD.HRC Rose 40gmTube CP Gulab. 30ml,96,BM057,0,1, Domestic ,HRC tube,0.135,40,1025,,BM05740
FM05204001,Fem AD.HRC Sandal 40gmTube CP Gulab. 30ml,96,BM052,0,1, Domestic ,HRC tube,0.135,40,1025,,BM05240
FM36004001,Fem AD.HRC Turmeric 40gmTube CP Gulab. 30ml,96,BM360,0,1, Domestic ,HRC tube,0.135,40,1025,,BM36040
FM36240J04,Fem AD.HRCGold 40gmJar CP Gulabari 30ml,96,BM362,0,1, Domestic ,HRC jar,0.135,40,1025,,BM36240
FM05240J04,Fem AD.HRCTurmeric 40gmJar CP Gulabari 30ml,96,BM052,0,1, Domestic ,HRC jar,0.135,40,1025,,BM05240
FM36040J04,Fem AD.HRCTurmeric 40gmJar CP Gulabari 30ml,96,BM360,0,1, Domestic ,HRC jar,0.135,40,1025,,BM36040
FM057040,Fem Antidarkening  HRC Rose  40gm Tube,96,BM057,0,1, Domestic ,HRC tube,0.09,40,1025,,BM05740
FM362040,Fem Antidarkening HRC Gold  40gm Tube,96,BM362,0,1, Domestic ,HRC tube,0.09,40,1025,,BM36240
FM362025,FEM Antidarkening HRC Gold 25gm Tube,144,BM362,0,1, Domestic ,HRC tube,0.061,25,1025,,BM36225
FG362025,Fem Antidarkening HRC Gold 25gmTube Free,144,BM362,0,1, Domestic ,HRC tube,0.063,25,1025,,BM36225
FM36240J,Fem Antidarkening HRC Gold 40gm Jar,96,BM362,0,1, Domestic ,HRC jar,0.091,40,1025,,BM36240
FM057025,FEM Antidarkening HRC Rose 25gm Tube,144,BM057,0,1, IBD ,HRC tube,0.058,25,1025,,BM05725
FM05740J,FEM Antidarkening HRC Rose 40gm Jar,96,BM057,0,1, Domestic ,HRC jar,0.088,40,1025,,BM05740
FM052040,Fem Antidarkening HRC Sandal  40gm Tube,96,BM052,0,1, Domestic ,HRC tube,0.09,40,1025,,BM05240
FM052025,FEM Antidarkening HRC Sandal 25gm Tube,144,BM052,0,1, IBD ,HRC tube,0.058,25,1025,,BM05225
FM05240J,FEM Antidarkening HRC Sandal 40gm Jar,96,BM052,0,1, Domestic ,HRC jar,0.088,40,1025,,BM05240
FM360025,Fem Antidarkening HRC Turmeric 25gm Tube ,144,BM360,0,1, Domestic ,HRC tube,0.061,25,1025,,BM36025
FM36040J,Fem Antidarkening HRC Turmeric 40gm Jar,96,BM360,0,1, Domestic ,HRC jar,0.091,40,1025,,BM36040
FM360040,Fem Antidarkening HRC Turmeric 40gm Tube,96,BM360,0,1, Domestic ,HRC tube,0.09,40,1025,,BM36040
FM012C52,Fem Bleach A&P 52.8gm - New CSD,144,BM012,0,1, Domestic ,Bleach ,0.12,52.8,1025,,BM01252.8
FM066C40J,Fem DC Hair Rem. Blossom 40gm Jar-CSD,144,BM066,0,, Domestic ,HRC jar,0.09,40,1025,,BM06640
FM061C40J,Fem DC Hair Rem. Lemon 40gm Jar-CSD,144,BM061,0,, Domestic ,HRC jar,0.09,40,1025,,BM06140
FM056C40J,Fem DC Hair Rem. Rose 40gm Jar-CSD,144,BM056,0,, Domestic ,HRC jar,0.09,40,1025,,BM05640
FM066C25,Fem DC Hair Remover Blossom 25gm CSD,288,BM066,0,, Domestic ,HRC tube,0.059,25,1025,,BM06625
FM051C25,Fem DC Hair Remover Chandan 25gm CSD,288,BM051,0,, Domestic ,HRC tube,0.059,25,1025,,BM05125
FM051C40J,Fem DC Hair Remover Chandan40gm Jar-CSD,144,BM051,0,, Domestic ,HRC jar,0.09,40,1025,,BM05140
FM061C25,Fem DC Hair Remover Lemon 25gm CSD,288,BM061,0,, Domestic ,HRC tube,0.059,25,1025,,BM06125
FM056C25,Fem DC Hair Remover Rose 25gm CSD,288,BM056,0,, Domestic ,HRC tube,0.059,25,1025,,BM05625
FM19110000EX,Fem Fair&Radiant Moist F Cream 100gm New,48,BM191,0,1, IBD ,Bleach ,0.136,100,1025,,BM191100
FM19102500EX,Fem Fair&Radiant Moist F Cream 25gm New,72,BM191,0,1, IBD ,Bleach ,0.043,25,1025,,BM19125
